pickup_datetime,dropoff_datetime,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_distance,passenger_count
2026-09-01 18:39:00,2026-09-01 19:05:36,30.939193,75.850049,30.867223,75.808561,9.84,2
2026-09-01 18:58:00,2026-09-01 19:06:03,30.858941,75.88045,30.869741,75.893118,2.97,1
2026-09-02 01:52:00,2026-09-02 02:01:00,30.898117,75.889464,30.896927,75.84308,5.26,1
2026-09-01 14:21:00,2026-09-01 14:35:58,30.922201,75.889898,30.861064,75.831287,9.17,1
2026-09-02 05:29:00,2026-09-02 05:36:11,30.916115,75.869393,30.886237,75.891445,4.74,1
2026-09-02 02:32:00,2026-09-02 02:37:08,30.918618,75.83981,30.919633,75.814264,2.86,1
2026-09-01 11:06:00,2026-09-01 11:16:33,30.878928,75.871588,30.920415,75.858565,5.37,1
2026-09-01 21:57:00,2026-09-01 22:04:20,30.916316,75.90113,30.93812,75.883906,4.15,2
2026-09-02 02:44:00,2026-09-02 02:55:09,30.918073,75.863344,30.862099,75.852006,7.1,1
2026-09-02 04:02:00,2026-09-02 04:14:53,30.94868,75.818372,30.893255,75.811502,7.35,2
2026-09-02 05:06:00,2026-09-02 05:13:59,30.880222,75.898377,30.926396,75.887791,5.45,1
2026-09-01 18:58:00,2026-09-01 19:08:30,30.933939,75.835452,30.938275,75.818558,2.79,1
2026-09-01 13:11:00,2026-09-01 13:16:51,30.85224,75.854177,30.881127,75.867136,4.02,1
2026-09-01 10:26:00,2026-09-01 10:44:48,30.941289,75.892526,30.91778,75.866622,4.95,1
2026-09-01 18:30:00,2026-09-01 19:11:17,30.930458,75.810767,30.909281,75.906844,10.76,1
2026-09-02 01:54:00,2026-09-02 02:08:34,30.910898,75.818793,30.860386,75.898263,10.49,1
2026-09-01 20:26:00,2026-09-01 20:30:44,30.902745,75.850343,30.882695,75.85076,3.43,1
2026-09-01 18:17:00,2026-09-01 18:21:31,30.911709,75.870431,30.91017,75.877563,1.21,1
2026-09-01 18:09:00,2026-09-01 18:26:47,30.899767,75.872522,30.946053,75.867365,6.33,1
2026-09-01 12:38:00,2026-09-01 12:43:42,30.876439,75.843485,30.898249,75.811865,4.25,1
2026-09-01 18:23:00,2026-09-01 18:31:24,30.899204,75.82691,30.912078,75.835368,2.11,1
2026-09-01 19:43:00,2026-09-01 19:56:02,30.872907,75.810972,30.861803,75.841186,4.37,1
2026-09-01 14:17:00,2026-09-01 14:32:52,30.944175,75.847002,30.859709,75.869007,9.96,2
2026-09-01 15:28:00,2026-09-01 15:41:44,30.900355,75.877526,30.950282,75.820449,8.32,1
2026-09-02 04:55:00,2026-09-02 05:04:01,30.941761,75.878703,30.911791,75.838237,6.36,1
2026-09-01 22:28:00,2026-09-01 22:37:49,30.91464,75.812414,30.876761,75.813252,5.19,1
2026-09-01 07:42:00,2026-09-01 07:51:28,30.896624,75.844205,30.863103,75.849195,4.93,1
2026-09-01 06:14:00,2026-09-01 06:21:44,30.945173,75.874157,30.918867,75.843492,5.1,2
2026-09-01 07:35:00,2026-09-01 07:48:39,30.912257,75.89467,30.923397,75.819356,8.65,1
2026-09-01 07:02:00,2026-09-01 07:09:49,30.852171,75.849503,30.880504,75.8559,4.15,1
2026-09-01 16:19:00,2026-09-01 16:26:02,30.885317,75.880217,30.916229,75.89186,4.71,1
2026-09-02 02:34:00,2026-09-02 02:37:52,30.881631,75.886199,30.895642,75.887138,2.83,1
2026-09-01 22:31:00,2026-09-01 22:33:54,30.882887,75.86552,30.888117,75.867407,1.73,1
2026-09-01 06:36:00,2026-09-01 06:44:51,30.894053,75.821559,30.94001,75.841888,5.86,1
2026-09-01 20:32:00,2026-09-01 20:37:53,30.88506,75.814471,30.891963,75.838422,3.49,1
2026-09-01 06:39:00,2026-09-01 06:47:27,30.949804,75.8527,30.919827,75.821355,5.3,3
2026-09-01 06:33:00,2026-09-01 06:41:03,30.889421,75.8112,30.854096,75.846099,5.55,1
2026-09-02 03:19:00,2026-09-02 03:22:59,30.879924,75.897308,30.862614,75.902892,2.6,1
2026-09-01 14:10:00,2026-09-01 14:12:40,30.949401,75.836141,30.947114,75.846248,1.7,1
2026-09-01 13:15:00,2026-09-01 13:22:46,30.906371,75.86147,30.92719,75.890665,4.39,1
2026-09-01 14:20:00,2026-09-01 14:31:20,30.856765,75.841545,30.878025,75.903942,7.32,1
2026-09-02 03:07:00,2026-09-02 03:12:37,30.895404,75.869923,30.89989,75.847478,3.69,1
2026-09-01 19:01:00,2026-09-01 19:14:03,30.913066,75.827431,30.890514,75.811246,3.76,3
2026-09-02 00:58:00,2026-09-02 01:06:59,30.941945,75.879514,30.904339,75.894297,4.78,1
2026-09-02 05:32:00,2026-09-02 05:49:38,30.878577,75.895009,30.945404,75.82218,10.96,2
2026-09-01 15:16:00,2026-09-01 15:23:51,30.909873,75.844833,30.879578,75.827622,4.93,1
2026-09-02 00:20:00,2026-09-02 00:31:41,30.908728,75.893858,30.949074,75.848058,7.53,3
2026-09-02 03:26:00,2026-09-02 03:43:51,30.871047,75.818226,30.936396,75.851215,9.21,2
2026-09-01 17:26:00,2026-09-01 17:38:45,30.895832,75.858343,30.913659,75.899938,4.65,1
2026-09-01 12:41:00,2026-09-01 12:52:02,30.920253,75.820744,30.88094,75.843172,6.1,3
2026-09-01 06:20:00,2026-09-01 06:31:56,30.851886,75.907082,30.918682,75.890147,8.17,1
2026-09-02 00:23:00,2026-09-02 00:32:52,30.925048,75.821585,30.926343,75.884192,7.02,1
2026-09-01 07:35:00,2026-09-01 07:37:33,30.85986,75.856063,30.858765,75.848054,1.5,1
2026-09-01 13:11:00,2026-09-01 13:28:25,30.931824,75.902069,30.858232,75.902812,9.05,1
2026-09-01 13:05:00,2026-09-01 13:24:38,30.930452,75.878009,30.856023,75.81459,10.96,1
2026-09-01 17:26:00,2026-09-01 17:43:32,30.931348,75.900223,30.89151,75.897911,5.05,1
2026-09-02 03:19:00,2026-09-02 03:30:36,30.948898,75.867649,30.886781,75.872082,7.27,1
2026-09-01 23:08:00,2026-09-01 23:16:51,30.909586,75.869778,30.858178,75.875562,6.25,1
2026-09-01 17:55:00,2026-09-01 18:14:11,30.90625,75.859317,30.865288,75.884835,5.71,1
2026-09-01 18:16:00,2026-09-01 18:27:46,30.913956,75.812733,30.925865,75.839059,3.03,1
2026-09-01 23:46:00,2026-09-01 23:49:36,30.921698,75.813569,30.934934,75.807682,2.09,1
2026-09-02 03:24:00,2026-09-02 03:34:50,30.887023,75.834339,30.935271,75.838635,6.6,2
2026-09-01 15:18:00,2026-09-01 15:25:34,30.888732,75.903708,30.859929,75.876002,4.99,1
2026-09-02 00:15:00,2026-09-02 00:29:26,30.851436,75.823995,30.922305,75.873939,10.65,1
2026-09-01 14:38:00,2026-09-01 14:48:24,30.880805,75.817836,30.929182,75.871715,7.69,1
2026-09-01 07:15:00,2026-09-01 07:19:46,30.894273,75.85307,30.871888,75.844171,3.31,1
2026-09-02 03:07:00,2026-09-02 03:21:08,30.933218,75.892335,30.872199,75.873035,7.83,1
2026-09-01 13:34:00,2026-09-01 13:45:11,30.911775,75.83683,30.86466,75.872464,7.39,1
2026-09-01 07:23:00,2026-09-01 07:28:19,30.922321,75.827222,30.940022,75.836041,2.81,1
2026-09-01 06:27:00,2026-09-01 06:37:56,30.877759,75.890848,30.852469,75.845209,5.81,1
2026-09-01 17:08:00,2026-09-01 17:13:03,30.900286,75.847729,30.904094,75.866813,2.08,1
2026-09-02 05:25:00,2026-09-02 05:35:09,30.918754,75.838486,30.928399,75.884592,5.4,1
2026-09-01 13:02:00,2026-09-01 13:15:06,30.928016,75.888016,30.863021,75.833858,9.09,1
2026-09-02 05:22:00,2026-09-02 05:28:57,30.88581,75.844474,30.851135,75.83728,4.95,1
2026-09-01 13:16:00,2026-09-01 13:23:54,30.940856,75.88562,30.929038,75.8531,4.08,1
2026-09-02 04:59:00,2026-09-02 05:06:55,30.87566,75.855708,30.925744,75.854681,5.84,1
2026-09-01 11:24:00,2026-09-01 11:33:23,30.950133,75.861748,30.947277,75.814861,5.15,1
2026-09-01 21:15:00,2026-09-01 21:27:15,30.913241,75.885432,30.90883,75.821996,7.32,1
2026-09-02 03:21:00,2026-09-02 03:33:00,30.87699,75.841819,30.942749,75.83635,8.13,1
2026-09-02 04:59:00,2026-09-02 05:10:21,30.86573,75.808084,30.914092,75.852067,7.18,1
2026-09-01 17:01:00,2026-09-01 17:22:30,30.90106,75.875262,30.858624,75.83477,7.34,1
2026-09-02 02:14:00,2026-09-02 02:20:21,30.85539,75.823875,30.895554,75.828219,4.74,1
2026-09-02 05:52:00,2026-09-02 05:55:58,30.936378,75.831498,30.947063,75.826993,2.7,4
2026-09-01 20:56:00,2026-09-01 21:01:05,30.907954,75.833254,30.8947,75.866656,3.8,1
2026-09-02 05:27:00,2026-09-02 05:30:48,30.93026,75.89809,30.94537,75.903314,2.63,1
2026-09-01 09:54:00,2026-09-01 10:04:48,30.89869,75.879133,30.875734,75.871362,3.72,1
2026-09-01 11:29:00,2026-09-01 11:40:46,30.90089,75.80851,30.851904,75.843003,7.76,1
2026-09-01 06:42:00,2026-09-01 06:56:53,30.883167,75.892104,30.923886,75.81684,9.23,1
2026-09-01 07:04:00,2026-09-01 07:15:57,30.86285,75.836188,30.890784,75.899253,8.25,1
2026-09-01 14:34:00,2026-09-01 14:44:09,30.890246,75.882726,30.942843,75.902393,7.08,1
2026-09-02 04:02:00,2026-09-02 04:05:45,30.907407,75.843158,30.916663,75.83134,1.97,1
2026-09-01 12:46:00,2026-09-01 12:51:05,30.873085,75.811193,30.854602,75.824822,3.75,1
2026-09-01 14:28:00,2026-09-01 14:31:26,30.894661,75.865309,30.90267,75.883178,2.49,3
2026-09-01 10:54:00,2026-09-01 11:00:19,30.940256,75.849245,30.929037,75.854934,2.2,1
2026-09-02 04:34:00,2026-09-02 04:46:34,30.884156,75.892803,30.871708,75.814416,7.88,1
2026-09-01 21:42:00,2026-09-01 21:54:25,30.932088,75.890883,30.884219,75.876662,6.69,2
2026-09-02 00:22:00,2026-09-02 00:28:02,30.904909,75.835547,30.893523,75.811057,3.02,1
2026-09-01 13:17:00,2026-09-01 13:27:30,30.903251,75.812763,30.948308,75.829913,5.86,1
2026-09-02 02:21:00,2026-09-02 02:33:20,30.923934,75.903985,30.873429,75.873605,7.47,1
2026-09-02 03:38:00,2026-09-02 03:49:34,30.88353,75.878562,30.932678,75.825461,8.12,4
2026-09-01 19:04:00,2026-09-01 19:13:19,30.926425,75.84662,30.910064,75.873401,3.43,1
2026-09-01 20:26:00,2026-09-01 20:36:31,30.929063,75.865677,30.946222,75.811542,6.04,1
2026-09-02 04:23:00,2026-09-02 04:30:39,30.926901,75.817552,30.902385,75.858189,5.41,1
2026-09-02 02:40:00,2026-09-02 02:47:37,30.922433,75.853472,30.943099,75.87676,4.34,1
2026-09-01 22:49:00,2026-09-01 23:00:03,30.870524,75.841834,30.884561,75.905153,7.54,1
2026-09-01 23:37:00,2026-09-01 23:50:52,30.945709,75.856926,30.889052,75.823604,8.27,1
2026-09-01 11:38:00,2026-09-01 11:52:49,30.9349,75.808442,30.92137,75.904326,10.02,1
2026-09-02 02:42:00,2026-09-02 02:57:00,30.905643,75.904004,30.856167,75.85778,8.17,1
2026-09-01 13:26:00,2026-09-01 13:37:59,30.906271,75.846955,30.864172,75.89383,6.87,2
2026-09-02 01:59:00,2026-09-02 02:07:07,30.91827,75.886968,30.876047,75.869787,5.91,1
2026-09-01 14:28:00,2026-09-01 14:32:56,30.918402,75.812484,30.905886,75.836063,3.24,1
2026-09-01 16:23:00,2026-09-01 16:36:04,30.92427,75.847753,30.857835,75.885676,8.78,1
2026-09-01 21:10:00,2026-09-01 21:30:28,30.856659,75.844692,30.945445,75.871473,11.25,1
2026-09-02 05:31:00,2026-09-02 05:43:07,30.926094,75.817437,30.878785,75.834932,6.27,1
2026-09-01 22:54:00,2026-09-01 23:04:54,30.868936,75.904368,30.86233,75.84766,6.61,1
2026-09-01 12:53:00,2026-09-01 12:58:19,30.890761,75.833728,30.871533,75.855604,3.53,3
2026-09-01 08:12:00,2026-09-01 08:42:47,30.911364,75.814998,30.858558,75.902442,10.77,1
2026-09-01 22:13:00,2026-09-01 22:28:04,30.91585,75.83404,30.852511,75.903802,10.2,1
2026-09-01 08:32:00,2026-09-01 09:00:42,30.882291,75.83441,30.910767,75.89391,7.92,3
2026-09-01 22:19:00,2026-09-01 22:31:44,30.924654,75.895599,30.871263,75.866059,7.67,1
2026-09-02 02:09:00,2026-09-02 02:22:52,30.909293,75.83261,30.896025,75.903058,7.59,1
2026-09-01 23:57:00,2026-09-02 00:12:49,30.948701,75.817489,30.851832,75.850658,11.53,1
2026-09-01 20:43:00,2026-09-01 20:54:24,30.876871,75.85074,30.923345,75.808205,7.53,1
2026-09-01 06:19:00,2026-09-01 06:37:49,30.922405,75.816439,30.870927,75.895047,10.58,1
2026-09-01 20:33:00,2026-09-01 20:39:18,30.878081,75.832056,30.857253,75.853194,4.22,1
2026-09-01 19:03:00,2026-09-01 19:13:44,30.946149,75.891149,30.931509,75.889598,3.04,1
2026-09-02 04:05:00,2026-09-02 04:16:37,30.925288,75.881092,30.903145,75.814146,7.52,1
2026-09-01 16:54:00,2026-09-01 17:07:17,30.877885,75.844145,30.940535,75.873946,8.73,1
2026-09-01 07:32:00,2026-09-01 07:39:06,30.921546,75.85006,30.895255,75.872232,5.02,1
2026-09-01 17:47:00,2026-09-01 17:59:39,30.895392,75.809491,30.881105,75.857563,5.12,1
2026-09-01 09:51:00,2026-09-01 09:59:42,30.927444,75.848267,30.916517,75.833324,2.28,1
2026-09-01 12:56:00,2026-09-01 13:00:55,30.917422,75.895469,30.932413,75.875813,2.85,1
2026-09-02 00:56:00,2026-09-02 01:02:29,30.902501,75.860855,30.886689,75.842679,3.74,2
2026-09-02 03:01:00,2026-09-02 03:16:45,30.946282,75.839974,30.886442,75.857863,8.28,1
2026-09-02 02:06:00,2026-09-02 02:14:50,30.906337,75.857613,30.870386,75.893182,6.31,1
2026-09-01 22:39:00,2026-09-01 22:45:26,30.894921,75.868355,30.867037,75.874665,3.59,1
2026-09-01 09:52:00,2026-09-01 10:30:27,30.867528,75.807499,30.922874,75.88054,10.15,1
2026-09-01 11:20:00,2026-09-01 11:28:45,30.867575,75.896386,30.875154,75.842727,5.52,1
2026-09-02 05:02:00,2026-09-02 05:06:18,30.875535,75.813073,30.890103,75.83072,2.82,1
2026-09-01 10:07:00,2026-09-01 10:19:02,30.892578,75.850194,30.905091,75.876943,4.01,1
2026-09-01 08:48:00,2026-09-01 09:11:25,30.938053,75.870442,30.90425,75.818839,7.17,1
2026-09-01 18:11:00,2026-09-01 18:35:28,30.920207,75.827925,30.890186,75.896867,7.83,1
2026-09-01 22:31:00,2026-09-01 22:43:13,30.930276,75.814205,30.898426,75.863368,6.88,1
2026-09-01 17:38:00,2026-09-01 17:52:02,30.923344,75.860866,30.934612,75.889439,4.29,1
2026-09-01 07:49:00,2026-09-01 08:03:47,30.896129,75.825644,30.936497,75.895556,8.83,1
2026-09-01 19:00:00,2026-09-01 19:29:07,30.941177,75.827647,30.857697,75.895035,11.98,1
2026-09-02 05:55:00,2026-09-02 06:08:02,30.915832,75.814711,30.888547,75.887681,8.34,1
2026-09-01 17:08:00,2026-09-01 17:18:24,30.873011,75.842352,30.888253,75.814171,3.85,1
2026-09-01 06:07:00,2026-09-01 06:19:58,30.921877,75.808136,30.872767,75.873468,9.1,1
2026-09-02 00:02:00,2026-09-02 00:11:34,30.905842,75.813946,30.927652,75.865671,6.71,1
2026-09-01 10:40:00,2026-09-01 10:54:32,30.865032,75.874416,30.913047,75.881525,5.79,1
2026-09-01 19:53:00,2026-09-01 20:06:55,30.941823,75.883172,30.910716,75.872713,4.95,1
2026-09-01 11:47:00,2026-09-01 11:57:49,30.898392,75.87894,30.878094,75.827525,6.0,1
2026-09-01 15:11:00,2026-09-01 15:25:17,30.941784,75.858006,30.869792,75.814997,10.08,1
2026-09-01 21:16:00,2026-09-01 21:20:25,30.930624,75.834495,30.920236,75.833706,2.58,1
2026-09-01 21:53:00,2026-09-01 21:55:11,30.870093,75.876764,30.872872,75.86683,1.54,1
2026-09-01 16:22:00,2026-09-01 16:40:53,30.927085,75.826072,30.859838,75.877195,9.59,1
2026-09-01 22:00:00,2026-09-01 22:07:03,30.854368,75.895219,30.87534,75.863034,4.1,2
2026-09-02 02:16:00,2026-09-02 02:29:37,30.939812,75.839829,30.941096,75.906916,7.66,1
2026-09-02 01:21:00,2026-09-02 01:37:26,30.857726,75.816792,30.950889,75.839964,11.75,4
2026-09-01 14:39:00,2026-09-01 14:42:18,30.87515,75.811335,30.892119,75.820308,2.3,1
2026-09-01 20:58:00,2026-09-01 21:08:38,30.882278,75.872734,30.874202,75.808738,7.35,1
2026-09-01 20:05:00,2026-09-01 20:11:45,30.934712,75.869253,30.90734,75.869761,4.36,4
2026-09-01 20:19:00,2026-09-01 20:20:41,30.926673,75.851529,30.92174,75.846223,1.24,2
2026-09-01 21:35:00,2026-09-01 21:43:47,30.885191,75.860068,30.872164,75.906863,6.16,1
2026-09-01 14:57:00,2026-09-01 15:06:47,30.910316,75.812635,30.896476,75.874779,7.2,1
2026-09-01 09:44:00,2026-09-01 09:51:48,30.901036,75.876388,30.920714,75.872164,2.78,1
2026-09-01 10:04:00,2026-09-01 10:21:15,30.868936,75.877814,30.896517,75.874076,4.37,1
2026-09-01 18:51:00,2026-09-01 19:03:34,30.91197,75.877264,30.934815,75.887581,4.17,1
2026-09-01 20:13:00,2026-09-01 20:20:43,30.866369,75.864561,30.878701,75.899431,4.55,1
2026-09-02 03:11:00,2026-09-02 03:15:47,30.854174,75.849634,30.859457,75.867985,3.19,1
2026-09-02 01:15:00,2026-09-02 01:25:48,30.9373,75.895909,30.870665,75.881043,8.1,1
2026-09-01 07:29:00,2026-09-01 07:34:10,30.940737,75.869563,30.948338,75.853801,3.02,1
2026-09-01 15:15:00,2026-09-01 15:19:02,30.948534,75.888997,30.936255,75.901097,2.1,1
2026-09-01 09:32:00,2026-09-01 09:41:35,30.873937,75.854211,30.877856,75.817398,3.95,1
2026-09-01 13:11:00,2026-09-01 13:27:07,30.947776,75.851274,30.878837,75.887129,9.0,1
2026-09-02 01:24:00,2026-09-02 01:34:57,30.876646,75.842832,30.918399,75.813556,5.88,1
2026-09-01 19:31:00,2026-09-01 19:56:34,30.937466,75.822793,30.859274,75.855754,9.82,1
2026-09-01 17:42:00,2026-09-01 18:02:58,30.90907,75.857851,30.865408,75.8697,5.53,1
2026-09-01 23:24:00,2026-09-01 23:32:36,30.881646,75.889538,30.856698,75.849161,5.53,1
2026-09-02 05:44:00,2026-09-02 05:54:05,30.928705,75.89352,30.882388,75.861102,7.29,1
2026-09-02 02:07:00,2026-09-02 02:18:40,30.870517,75.856239,30.925164,75.856557,6.89,2
2026-09-01 10:42:00,2026-09-01 10:53:05,30.89168,75.840123,30.896399,75.883545,4.53,1
2026-09-01 19:15:00,2026-09-01 19:20:01,30.907773,75.865231,30.899962,75.871775,1.57,1
2026-09-01 10:23:00,2026-09-01 10:31:32,30.865122,75.864388,30.869527,75.835164,3.31,1
2026-09-02 01:08:00,2026-09-02 01:24:02,30.943712,75.904293,30.908126,75.8216,9.5,1
2026-09-01 11:17:00,2026-09-01 11:31:24,30.906678,75.891812,30.930593,75.824812,7.99,2
2026-09-01 21:03:00,2026-09-01 21:14:06,30.875967,75.833625,30.851065,75.894367,7.64,1
2026-09-01 06:57:00,2026-09-01 07:06:50,30.896832,75.842422,30.860378,75.855913,5.64,1
2026-09-01 09:42:00,2026-09-01 10:00:27,30.874815,75.898143,30.897807,75.85393,6.11,1
2026-09-01 10:05:00,2026-09-01 10:33:41,30.910691,75.907256,30.927945,75.847087,7.32,1
2026-09-01 18:01:00,2026-09-01 18:23:13,30.885041,75.858358,30.912513,75.898361,5.74,1
2026-09-01 16:46:00,2026-09-01 16:53:49,30.906116,75.851118,30.934918,75.823368,4.38,1
2026-09-01 15:06:00,2026-09-01 15:09:33,30.92346,75.818459,30.911832,75.835405,2.49,1
2026-09-01 19:34:00,2026-09-01 19:39:21,30.926077,75.819849,30.928277,75.830993,2.17,1
2026-09-01 11:37:00,2026-09-01 11:55:38,30.857617,75.809216,30.933686,75.859774,10.93,1
2026-09-01 22:17:00,2026-09-01 22:25:21,30.947149,75.874087,30.944321,75.83385,4.84,1
2026-09-02 05:07:00,2026-09-02 05:20:31,30.945716,75.895786,30.924907,75.835046,6.8,1
2026-09-01 07:53:00,2026-09-01 08:01:07,30.921625,75.869569,30.950011,75.838488,4.97,1
2026-09-02 04:17:00,2026-09-02 04:35:49,30.885339,75.890757,30.944548,75.825873,9.71,1
2026-09-01 18:02:00,2026-09-01 18:16:53,30.867279,75.866821,30.866047,75.904108,4.33,1
2026-09-02 01:37:00,2026-09-02 01:41:48,30.917191,75.882418,30.926387,75.865089,3.32,1
2026-09-02 03:13:00,2026-09-02 03:24:24,30.851688,75.828545,30.917352,75.84842,8.25,2
2026-09-01 14:12:00,2026-09-01 14:20:36,30.882388,75.876406,30.878163,75.826361,5.23,1
2026-09-01 13:11:00,2026-09-01 13:21:55,30.862989,75.880793,30.904145,75.836095,7.09,1
2026-09-01 23:35:00,2026-09-01 23:48:55,30.867441,75.818958,30.90567,75.897541,9.25,3
2026-09-01 13:50:00,2026-09-01 13:58:41,30.933098,75.863961,30.916703,75.897139,4.37,1
2026-09-02 05:32:00,2026-09-02 05:40:17,30.931098,75.817745,30.908686,75.853698,4.59,1
2026-09-01 08:28:00,2026-09-01 08:53:45,30.910485,75.881187,30.854244,75.873172,7.18,1
2026-09-02 05:16:00,2026-09-02 05:26:27,30.880636,75.901132,30.932874,75.905657,6.35,1
2026-09-01 20:44:00,2026-09-01 20:59:15,30.856035,75.812577,30.920201,75.853093,8.6,1
2026-09-01 14:42:00,2026-09-01 14:51:37,30.886921,75.889655,30.93307,75.855035,6.75,1
2026-09-01 11:18:00,2026-09-01 11:28:08,30.871906,75.815769,30.897669,75.855513,6.04,1
2026-09-01 08:50:00,2026-09-01 09:03:38,30.933362,75.845761,30.896912,75.837629,5.53,1
2026-09-01 21:45:00,2026-09-01 21:50:25,30.904157,75.810566,30.89856,75.848075,4.04,1
2026-09-02 04:31:00,2026-09-02 04:37:30,30.922475,75.814145,30.892767,75.818936,4.33,1
2026-09-01 20:41:00,2026-09-01 20:47:45,30.886467,75.862366,30.891321,75.890664,4.01,1
2026-09-01 07:40:00,2026-09-01 07:49:24,30.861587,75.84279,30.892317,75.874882,5.64,1
2026-09-02 03:06:00,2026-09-02 03:13:03,30.866681,75.89003,30.855192,75.849218,4.51,1
2026-09-02 04:25:00,2026-09-02 04:36:28,30.901243,75.880449,30.946812,75.829345,8.37,1
2026-09-01 16:16:00,2026-09-01 16:20:15,30.913982,75.847621,30.92624,75.860429,2.91,1
2026-09-01 15:05:00,2026-09-01 15:12:02,30.865644,75.890593,30.90503,75.891767,5.13,1
2026-09-01 13:48:00,2026-09-01 13:57:45,30.935421,75.855702,30.90241,75.838147,4.97,1
2026-09-01 14:17:00,2026-09-01 14:36:42,30.851638,75.905135,30.947575,75.846816,13.16,1
2026-09-01 06:37:00,2026-09-01 06:42:41,30.945676,75.847321,30.92933,75.833893,3.71,1
2026-09-01 11:20:00,2026-09-01 11:26:40,30.919805,75.819339,30.944853,75.825418,3.85,1
2026-09-02 03:33:00,2026-09-02 03:42:19,30.892719,75.823323,30.868094,75.849114,4.86,1
2026-09-01 11:36:00,2026-09-01 11:53:20,30.861025,75.808959,30.917172,75.867545,8.78,1
2026-09-01 16:04:00,2026-09-01 16:27:49,30.948469,75.820846,30.874148,75.894141,12.21,1
2026-09-02 00:53:00,2026-09-02 01:04:19,30.908395,75.84659,30.853865,75.865625,6.53,1
2026-09-01 23:01:00,2026-09-01 23:09:54,30.909835,75.847068,30.94838,75.86172,5.06,2
2026-09-02 01:20:00,2026-09-02 01:29:06,30.888472,75.862287,30.856057,75.849912,5.07,1
2026-09-02 02:53:00,2026-09-02 03:11:56,30.932731,75.90034,30.860536,75.852306,9.87,1
2026-09-01 15:28:00,2026-09-01 15:36:26,30.926247,75.812429,30.900254,75.851511,5.34,1
