pickup_datetime,dropoff_datetime,pickup_lat,pickup_lng,dropoff_lat,dropoff_lng,trip_distance,passenger_count,hour,day_of_week,is_rush_hour,trip_duration_min,speed_kmh,congestion_index
2026-09-01 16:53:00,2026-09-01 16:59:39,30.916674,75.839819,30.928347,75.820387,3.72,1,16,1,0,6.65,33.56390977443609,1.1609022556390978
2026-09-01 11:58:00,2026-09-01 12:04:28,30.867976,75.859277,30.8847,75.890188,4.24,1,11,1,0,6.466666666666667,39.34020618556701,1.0164948453608247
2026-09-01 17:23:00,2026-09-01 17:40:04,30.867704,75.824062,30.854667,75.88094,6.67,1,17,1,1,17.066666666666666,23.44921875,1.41376953125
2026-09-01 07:22:00,2026-09-01 07:36:03,30.909535,75.894127,30.871584,75.818492,8.9,3,7,1,0,14.05,38.00711743772242,1.0498220640569396
2026-09-01 18:10:00,2026-09-01 18:47:21,30.854934,75.819511,30.89622,75.900688,9.6,1,18,1,1,37.35,15.42168674698795,1.6144578313253013
2026-09-02 02:49:00,2026-09-02 03:08:26,30.949663,75.903812,30.851494,75.902481,11.93,1,2,2,0,19.433333333333334,36.8336192109777,1.0791595197255575
2026-09-01 22:54:00,2026-09-01 23:08:10,30.899885,75.873986,30.864965,75.810297,7.8,1,22,1,0,14.166666666666666,33.03529411764706,1.1741176470588235
2026-09-01 10:15:00,2026-09-01 10:31:28,30.947991,75.81669,30.91826,75.851675,6.02,1,10,1,1,16.466666666666665,21.935222672064775,1.4516194331983807
2026-09-01 19:41:00,2026-09-01 20:05:50,30.945461,75.875625,30.900717,75.869085,6.34,3,19,1,1,24.833333333333332,15.318120805369128,1.6170469798657718
2026-09-01 21:37:00,2026-09-01 21:48:20,30.919953,75.874951,30.872568,75.873189,5.97,1,21,1,0,11.333333333333334,31.605882352941173,1.2098529411764707
2026-09-02 00:46:00,2026-09-02 00:53:24,30.950941,75.812121,30.948717,75.847991,4.76,1,0,2,0,7.4,38.59459459459459,1.0351351351351352
2026-09-02 00:17:00,2026-09-02 00:28:14,30.938852,75.847714,30.883703,75.874059,7.87,1,0,2,0,11.233333333333333,42.03560830860535,1.0
2026-09-01 14:47:00,2026-09-01 14:53:25,30.932783,75.819321,30.905449,75.807876,3.85,1,14,1,0,6.416666666666667,36.0,1.1
2026-09-01 07:45:00,2026-09-01 07:48:33,30.889856,75.852169,30.874754,75.844625,2.32,1,7,1,0,3.55,39.2112676056338,1.019718309859155
2026-09-01 17:30:00,2026-09-01 17:51:42,30.912949,75.853649,30.888979,75.893633,5.52,1,17,1,1,21.7,15.262672811059907,1.6184331797235023
2026-09-02 00:21:00,2026-09-02 00:26:03,30.88902,75.847182,30.909017,75.86066,3.55,1,0,2,0,5.05,42.17821782178218,1.0
2026-09-02 03:33:00,2026-09-02 03:49:53,30.946552,75.809123,30.870578,75.808056,9.48,2,3,2,0,16.883333333333333,33.69002961500494,1.1577492596248766
2026-09-01 12:09:00,2026-09-01 12:25:27,30.857027,75.900744,30.886162,75.817442,9.4,1,12,1,0,16.45,34.285714285714285,1.1428571428571428
2026-09-01 12:32:00,2026-09-01 12:42:59,30.931303,75.861216,30.882131,75.868333,6.63,1,12,1,0,10.983333333333333,36.2185128983308,1.09453717754173
2026-09-01 08:33:00,2026-09-01 08:40:34,30.869115,75.875412,30.869144,75.859816,2.61,1,8,1,1,7.566666666666666,20.696035242290748,1.4825991189427312
2026-09-01 21:11:00,2026-09-01 21:13:51,30.947293,75.855655,30.931599,75.862323,2.11,1,21,1,0,2.85,44.421052631578945,1.0
2026-09-01 15:51:00,2026-09-01 16:05:18,30.932919,75.895721,30.873808,75.828504,10.16,2,15,1,0,14.3,42.62937062937063,1.0
2026-09-01 16:10:00,2026-09-01 16:19:01,30.886342,75.830987,30.929053,75.834781,6.02,1,16,1,0,9.016666666666667,40.05914972273567,1.0
2026-09-02 02:42:00,2026-09-02 02:49:01,30.913386,75.852477,30.909661,75.824101,3.89,1,2,2,0,7.016666666666667,33.263657957244654,1.1684085510688837
2026-09-01 15:22:00,2026-09-01 15:32:51,30.853364,75.871497,30.911709,75.86197,7.04,1,15,1,0,10.85,38.93087557603687,1.0267281105990782
2026-09-01 23:13:00,2026-09-01 23:20:15,30.949779,75.820944,30.920514,75.847732,4.89,4,23,1,0,7.25,40.46896551724138,1.0
2026-09-01 07:54:00,2026-09-01 08:10:25,30.863839,75.817711,30.923434,75.865139,8.57,2,7,1,0,16.416666666666668,31.32182741116751,1.2169543147208122
2026-09-01 18:27:00,2026-09-01 18:29:59,30.870187,75.839637,30.873666,75.8428,0.78,1,18,1,1,2.9833333333333334,15.687150837988828,1.6078212290502794
2026-09-01 13:47:00,2026-09-01 14:00:57,30.874371,75.861301,30.939008,75.872388,8.14,1,13,1,0,13.95,35.01075268817205,1.1247311827956987
2026-09-01 07:26:00,2026-09-01 07:34:53,30.950414,75.873484,30.906778,75.880365,5.69,3,7,1,0,8.883333333333333,38.431519699812384,1.0392120075046904
2026-09-01 16:48:00,2026-09-01 16:50:38,30.86853,75.8763,30.871093,75.860883,1.82,1,16,1,0,2.6333333333333333,41.46835443037975,1.0
2026-09-01 09:39:00,2026-09-01 09:55:22,30.917491,75.886845,30.943718,75.830764,6.8,2,9,1,1,16.366666666666667,24.928716904276985,1.3767820773930755
2026-09-02 00:07:00,2026-09-02 00:11:31,30.904996,75.891503,30.903096,75.869659,2.41,1,0,2,0,4.516666666666667,32.01476014760148,1.199630996309963
2026-09-01 14:38:00,2026-09-01 14:56:32,30.929203,75.878174,30.854616,75.837613,9.68,3,14,1,0,18.533333333333335,31.33812949640287,1.2165467625899282
2026-09-01 18:22:00,2026-09-01 18:29:53,30.90638,75.837852,30.890698,75.85202,3.18,1,18,1,1,7.883333333333334,24.20295983086681,1.3949260042283298
2026-09-02 01:37:00,2026-09-02 01:52:15,30.950216,75.892442,30.871851,75.90036,9.08,2,1,2,0,15.25,35.72459016393443,1.1068852459016392
2026-09-01 15:40:00,2026-09-01 15:49:29,30.937806,75.887893,30.930003,75.837768,5.16,1,15,1,0,9.483333333333333,32.646748681898075,1.1838312829525481
2026-09-02 02:41:00,2026-09-02 02:46:24,30.88561,75.904861,30.915097,75.889548,3.96,1,2,2,0,5.4,43.99999999999999,1.0
2026-09-01 09:30:00,2026-09-01 09:49:39,30.911625,75.883781,30.868484,75.857557,6.12,1,9,1,1,19.65,18.687022900763363,1.532824427480916
2026-09-01 16:22:00,2026-09-01 16:43:46,30.853581,75.820817,30.947312,75.862253,12.58,1,16,1,0,21.766666666666666,34.676875957120984,1.1330781010719755
2026-09-01 21:36:00,2026-09-01 21:42:27,30.894951,75.817866,30.915083,75.828904,3.47,1,21,1,0,6.45,32.27906976744186,1.1930232558139535
2026-09-01 22:40:00,2026-09-01 22:53:06,30.929076,75.85328,30.856816,75.906787,9.78,1,22,1,0,13.1,44.79389312977099,1.0
2026-09-01 07:29:00,2026-09-01 07:33:37,30.865225,75.819438,30.881328,75.817405,2.9,4,7,1,0,4.616666666666666,37.68953068592058,1.0577617328519855
2026-09-01 16:13:00,2026-09-01 16:25:14,30.932397,75.868822,30.881625,75.86969,6.52,2,16,1,0,12.233333333333333,31.978201634877387,1.2005449591280652
2026-09-01 23:36:00,2026-09-01 23:41:08,30.895978,75.826762,30.887776,75.848713,3.56,1,23,1,0,5.133333333333334,41.6103896103896,1.0
2026-09-01 09:17:00,2026-09-01 09:34:54,30.892615,75.855434,30.852919,75.833281,6.07,1,9,1,1,17.9,20.346368715083802,1.491340782122905
2026-09-01 17:42:00,2026-09-01 18:31:57,30.852212,75.83142,30.948587,75.887454,13.4,1,17,1,1,49.95,16.096096096096097,1.5975975975975976
2026-09-01 13:47:00,2026-09-01 13:55:11,30.896438,75.891736,30.860808,75.856124,5.61,1,13,1,0,8.183333333333334,41.13238289205703,1.0
2026-09-02 04:55:00,2026-09-02 05:02:27,30.888589,75.846748,30.896945,75.885802,5.19,1,4,2,0,7.45,41.79865771812081,1.0
2026-09-02 03:38:00,2026-09-02 03:48:24,30.919813,75.85106,30.876467,75.891387,6.41,1,3,2,0,10.4,36.98076923076923,1.075480769230769
2026-09-01 18:26:00,2026-09-01 18:36:49,30.916935,75.896812,30.914667,75.868693,2.98,1,18,1,1,10.816666666666666,16.530046224961477,1.586748844375963
2026-09-01 07:43:00,2026-09-01 08:00:04,30.902222,75.875323,30.855167,75.815779,8.84,1,7,1,0,17.066666666666666,31.078125,1.223046875
2026-09-02 00:35:00,2026-09-02 00:47:51,30.94665,75.881051,30.886325,75.836954,8.56,1,0,2,0,12.85,39.96887159533074,1.0007782101167315
2026-09-01 06:30:00,2026-09-01 06:47:02,30.868411,75.81714,30.91703,75.883737,8.87,3,6,1,0,17.033333333333335,31.24461839530332,1.218884540117417
2026-09-01 08:54:00,2026-09-01 09:10:03,30.880544,75.884222,30.913466,75.845494,5.66,1,8,1,1,16.05,21.158878504672895,1.4710280373831777
2026-09-01 13:01:00,2026-09-01 13:13:14,30.91539,75.86033,30.855195,75.904149,9.12,1,13,1,0,12.233333333333333,44.73024523160763,1.0
2026-09-01 14:07:00,2026-09-01 14:11:10,30.909242,75.882107,30.932177,75.872948,3.06,1,14,1,0,4.166666666666667,44.064,1.0
2026-09-01 11:46:00,2026-09-01 11:52:13,30.888217,75.850508,30.89494,75.868594,3.3,1,11,1,0,6.216666666666667,31.849865951742625,1.2037533512064345
2026-09-02 02:18:00,2026-09-02 02:29:12,30.939692,75.871881,30.879591,75.888895,8.19,1,2,2,0,11.2,43.875,1.0
2026-09-01 21:44:00,2026-09-01 21:51:14,30.926504,75.853354,30.9352,75.880149,3.94,1,21,1,0,7.233333333333333,32.68202764976959,1.1829493087557603
2026-09-01 23:25:00,2026-09-01 23:43:40,30.949467,75.901039,30.855317,75.823781,13.15,1,23,1,0,18.666666666666668,42.267857142857146,1.0
2026-09-01 18:12:00,2026-09-01 18:27:54,30.901585,75.89137,30.92428,75.861524,4.77,1,18,1,1,15.9,17.999999999999996,1.55
2026-09-01 17:04:00,2026-09-01 17:10:27,30.919889,75.894632,30.914629,75.883412,1.63,1,17,1,1,6.45,15.162790697674417,1.6209302325581396
2026-09-01 10:53:00,2026-09-01 11:22:44,30.923646,75.906481,30.860918,75.847449,10.19,1,10,1,1,29.733333333333334,20.562780269058294,1.4859304932735427
2026-09-01 06:07:00,2026-09-01 06:17:33,30.912599,75.826102,30.886538,75.885679,7.29,1,6,1,0,10.55,41.459715639810426,1.0
2026-09-01 09:34:00,2026-09-01 09:45:29,30.925573,75.827548,30.946807,75.844094,3.46,2,9,1,1,11.483333333333333,18.078374455732945,1.5480406386066763
2026-09-01 20:13:00,2026-09-01 20:26:53,30.950633,75.844131,30.895861,75.879507,8.3,1,20,1,0,13.883333333333333,35.870348139255704,1.1032412965186074
2026-09-01 08:13:00,2026-09-01 08:26:28,30.920562,75.807622,30.912959,75.842849,4.69,1,8,1,1,13.466666666666667,20.896039603960396,1.4775990099009901
2026-09-01 20:29:00,2026-09-01 20:37:31,30.915233,75.813785,30.908998,75.863448,5.71,1,20,1,0,8.516666666666667,40.22700587084148,1.0
2026-09-01 14:01:00,2026-09-01 14:12:15,30.877982,75.889805,30.900826,75.815006,7.84,1,14,1,0,11.25,41.81333333333333,1.0
2026-09-01 16:24:00,2026-09-01 16:35:13,30.929861,75.859027,30.89502,75.822045,5.86,1,16,1,0,11.216666666666667,31.34621099554235,1.2163447251114412
2026-09-01 16:06:00,2026-09-01 16:14:53,30.910823,75.880866,30.950835,75.900611,5.86,1,16,1,0,8.883333333333333,39.5797373358349,1.0105065666041275
2026-09-01 20:06:00,2026-09-01 20:22:23,30.862834,75.84829,30.93498,75.845683,8.96,1,20,1,0,16.383333333333333,32.81383519837233,1.1796541200406918
2026-09-01 18:26:00,2026-09-01 18:55:54,30.884451,75.80992,30.853419,75.89047,8.96,3,18,1,1,29.9,17.979933110367895,1.5505016722408027
2026-09-02 01:15:00,2026-09-02 01:28:30,30.87693,75.850266,30.938273,75.891493,8.3,1,1,2,0,13.5,36.88888888888889,1.0777777777777777
2026-09-01 23:30:00,2026-09-01 23:42:14,30.864348,75.81536,30.923794,75.856946,8.46,1,23,1,0,12.233333333333333,41.49318801089919,1.0
2026-09-01 07:39:00,2026-09-01 07:51:56,30.912023,75.820835,30.926138,75.872996,6.65,1,7,1,0,12.933333333333334,30.850515463917528,1.2287371134020617
2026-09-02 00:13:00,2026-09-02 00:25:35,30.877171,75.831998,30.941625,75.832255,7.71,1,0,2,0,12.583333333333334,36.76291390728477,1.0809271523178807
2026-09-01 09:20:00,2026-09-01 09:36:03,30.857537,75.856057,30.854361,75.813565,5.44,1,9,1,1,16.05,20.33644859813084,1.491588785046729
2026-09-01 19:26:00,2026-09-01 19:40:03,30.885734,75.897283,30.853182,75.873679,5.71,1,19,1,1,14.05,24.384341637010674,1.390391459074733
2026-09-01 21:42:00,2026-09-01 21:56:58,30.892879,75.833316,30.924082,75.90543,8.23,1,21,1,0,14.966666666666667,32.99331848552339,1.1751670378619152
2026-09-01 09:37:00,2026-09-01 09:59:34,30.897393,75.904501,30.911853,75.842251,6.49,1,9,1,1,22.566666666666666,17.255539143279172,1.5686115214180207
2026-09-01 23:20:00,2026-09-01 23:33:22,30.936062,75.863422,30.903339,75.818777,6.91,1,23,1,0,13.366666666666667,31.017456359102244,1.224563591022444
2026-09-02 04:41:00,2026-09-02 04:47:07,30.905354,75.815473,30.89683,75.85577,4.37,1,4,2,0,6.116666666666666,42.866485013623986,1.0
2026-09-01 18:18:00,2026-09-01 18:25:06,30.89723,75.848477,30.916097,75.861843,2.73,1,18,1,1,7.1,23.070422535211268,1.4232394366197183
2026-09-01 13:55:00,2026-09-01 14:03:16,30.856196,75.885928,30.871136,75.833162,5.71,1,13,1,0,8.266666666666667,41.44354838709677,1.0
2026-09-01 16:49:00,2026-09-01 16:59:43,30.871488,75.895083,30.938958,75.894358,8.0,1,16,1,0,10.716666666666667,44.7900466562986,1.0
2026-09-01 17:56:00,2026-09-01 18:34:26,30.853717,75.81382,30.897393,75.898222,10.29,1,17,1,1,38.43333333333333,16.064180398959234,1.598395490026019
2026-09-01 18:33:00,2026-09-01 18:53:19,30.93321,75.845342,30.928561,75.903748,6.05,1,18,1,1,20.316666666666666,17.867104183757178,1.5533223954060706
2026-09-01 18:47:00,2026-09-01 19:04:06,30.908759,75.870758,30.930791,75.846897,4.73,1,18,1,1,17.1,16.596491228070175,1.5850877192982455
2026-09-02 05:36:00,2026-09-02 05:47:37,30.930326,75.838976,30.936718,75.897914,6.22,1,5,2,0,11.616666666666667,32.12625538020086,1.1968436154949784
2026-09-01 20:46:00,2026-09-01 21:04:20,30.869422,75.896699,30.916429,75.82251,9.56,2,20,1,0,18.333333333333332,31.287272727272732,1.2178181818181817
2026-09-01 22:01:00,2026-09-01 22:06:16,30.93136,75.857821,30.947713,75.849076,3.48,1,22,1,0,5.266666666666667,39.64556962025316,1.008860759493671
2026-09-01 18:39:00,2026-09-01 19:05:36,30.939193,75.850049,30.867223,75.808561,9.84,2,18,1,1,26.6,22.19548872180451,1.4451127819548872
2026-09-01 18:58:00,2026-09-01 19:06:03,30.858941,75.88045,30.869741,75.893118,2.97,1,18,1,1,8.05,22.136645962732917,1.446583850931677
2026-09-02 01:52:00,2026-09-02 02:01:00,30.898117,75.889464,30.896927,75.84308,5.26,1,1,2,0,9.0,35.06666666666667,1.1233333333333333
2026-09-01 14:21:00,2026-09-01 14:35:58,30.922201,75.889898,30.861064,75.831287,9.17,1,14,1,0,14.966666666666667,36.761692650334076,1.0809576837416481
2026-09-02 05:29:00,2026-09-02 05:36:11,30.916115,75.869393,30.886237,75.891445,4.74,1,5,2,0,7.183333333333334,39.59164733178654,1.0102088167053365
2026-09-02 02:32:00,2026-09-02 02:37:08,30.918618,75.83981,30.919633,75.814264,2.86,1,2,2,0,5.133333333333334,33.42857142857142,1.1642857142857144
2026-09-01 11:06:00,2026-09-01 11:16:33,30.878928,75.871588,30.920415,75.858565,5.37,1,11,1,0,10.55,30.540284360189574,1.2364928909952606
2026-09-01 21:57:00,2026-09-01 22:04:20,30.916316,75.90113,30.93812,75.883906,4.15,2,21,1,0,7.333333333333333,33.95454545454546,1.1511363636363634
2026-09-02 02:44:00,2026-09-02 02:55:09,30.918073,75.863344,30.862099,75.852006,7.1,1,2,2,0,11.15,38.20627802690582,1.0448430493273544
2026-09-02 04:02:00,2026-09-02 04:14:53,30.94868,75.818372,30.893255,75.811502,7.35,2,4,2,0,12.883333333333333,34.23027166882277,1.1442432082794307
2026-09-02 05:06:00,2026-09-02 05:13:59,30.880222,75.898377,30.926396,75.887791,5.45,1,5,2,0,7.983333333333333,40.96033402922755,1.0
2026-09-01 18:58:00,2026-09-01 19:08:30,30.933939,75.835452,30.938275,75.818558,2.79,1,18,1,1,10.5,15.942857142857145,1.6014285714285714
2026-09-01 13:11:00,2026-09-01 13:16:51,30.85224,75.854177,30.881127,75.867136,4.02,1,13,1,0,5.85,41.23076923076923,1.0
2026-09-01 10:26:00,2026-09-01 10:44:48,30.941289,75.892526,30.91778,75.866622,4.95,1,10,1,1,18.8,15.797872340425531,1.6050531914893618
2026-09-01 18:30:00,2026-09-01 19:11:17,30.930458,75.810767,30.909281,75.906844,10.76,1,18,1,1,41.28333333333333,15.638272103350827,1.6090431974162294
2026-09-02 01:54:00,2026-09-02 02:08:34,30.910898,75.818793,30.860386,75.898263,10.49,1,1,2,0,14.566666666666666,43.20823798627002,1.0
2026-09-01 20:26:00,2026-09-01 20:30:44,30.902745,75.850343,30.882695,75.85076,3.43,1,20,1,0,4.733333333333333,43.47887323943662,1.0
2026-09-01 18:17:00,2026-09-01 18:21:31,30.911709,75.870431,30.91017,75.877563,1.21,1,18,1,1,4.516666666666667,16.073800738007378,1.5981549815498155
2026-09-01 18:09:00,2026-09-01 18:26:47,30.899767,75.872522,30.946053,75.867365,6.33,1,18,1,1,17.783333333333335,21.357075913776942,1.4660731021555764
2026-09-01 12:38:00,2026-09-01 12:43:42,30.876439,75.843485,30.898249,75.811865,4.25,1,12,1,0,5.7,44.73684210526316,1.0
2026-09-01 18:23:00,2026-09-01 18:31:24,30.899204,75.82691,30.912078,75.835368,2.11,1,18,1,1,8.4,15.07142857142857,1.6232142857142857
2026-09-01 19:43:00,2026-09-01 19:56:02,30.872907,75.810972,30.861803,75.841186,4.37,1,19,1,1,13.033333333333333,20.11764705882353,1.4970588235294118
2026-09-01 14:17:00,2026-09-01 14:32:52,30.944175,75.847002,30.859709,75.869007,9.96,2,14,1,0,15.866666666666667,37.663865546218496,1.0584033613445376
2026-09-01 15:28:00,2026-09-01 15:41:44,30.900355,75.877526,30.950282,75.820449,8.32,1,15,1,0,13.733333333333333,36.3495145631068,1.09126213592233
2026-09-02 04:55:00,2026-09-02 05:04:01,30.941761,75.878703,30.911791,75.838237,6.36,1,4,2,0,9.016666666666667,42.32162661737523,1.0
2026-09-01 22:28:00,2026-09-01 22:37:49,30.91464,75.812414,30.876761,75.813252,5.19,1,22,1,0,9.816666666666666,31.721561969439733,1.2069609507640067
2026-09-01 07:42:00,2026-09-01 07:51:28,30.896624,75.844205,30.863103,75.849195,4.93,1,7,1,0,9.466666666666667,31.246478873239436,1.218838028169014
2026-09-01 06:14:00,2026-09-01 06:21:44,30.945173,75.874157,30.918867,75.843492,5.1,2,6,1,0,7.733333333333333,39.56896551724138,1.0107758620689655
2026-09-01 07:35:00,2026-09-01 07:48:39,30.912257,75.89467,30.923397,75.819356,8.65,1,7,1,0,13.65,38.02197802197802,1.0494505494505495
2026-09-01 07:02:00,2026-09-01 07:09:49,30.852171,75.849503,30.880504,75.8559,4.15,1,7,1,0,7.816666666666666,31.855010660980813,1.2036247334754797
2026-09-01 16:19:00,2026-09-01 16:26:02,30.885317,75.880217,30.916229,75.89186,4.71,1,16,1,0,7.033333333333333,40.18009478672986,1.0
2026-09-02 02:34:00,2026-09-02 02:37:52,30.881631,75.886199,30.895642,75.887138,2.83,1,2,2,0,3.8666666666666667,43.91379310344828,1.0
2026-09-01 22:31:00,2026-09-01 22:33:54,30.882887,75.86552,30.888117,75.867407,1.73,1,22,1,0,2.9,35.793103448275865,1.1051724137931034
2026-09-01 06:36:00,2026-09-01 06:44:51,30.894053,75.821559,30.94001,75.841888,5.86,1,6,1,0,8.85,39.728813559322035,1.006779661016949
2026-09-01 20:32:00,2026-09-01 20:37:53,30.88506,75.814471,30.891963,75.838422,3.49,1,20,1,0,5.883333333333334,35.59206798866855,1.1101983002832863
2026-09-01 06:39:00,2026-09-01 06:47:27,30.949804,75.8527,30.919827,75.821355,5.3,3,6,1,0,8.45,37.63313609467456,1.059171597633136
2026-09-01 06:33:00,2026-09-01 06:41:03,30.889421,75.8112,30.854096,75.846099,5.55,1,6,1,0,8.05,41.366459627329185,1.0
2026-09-02 03:19:00,2026-09-02 03:22:59,30.879924,75.897308,30.862614,75.902892,2.6,1,3,2,0,3.9833333333333334,39.16317991631799,1.0209205020920502
2026-09-01 14:10:00,2026-09-01 14:12:40,30.949401,75.836141,30.947114,75.846248,1.7,1,14,1,0,2.6666666666666665,38.25,1.04375
2026-09-01 13:15:00,2026-09-01 13:22:46,30.906371,75.86147,30.92719,75.890665,4.39,1,13,1,0,7.766666666666667,33.91416309012875,1.1521459227467812
2026-09-01 14:20:00,2026-09-01 14:31:20,30.856765,75.841545,30.878025,75.903942,7.32,1,14,1,0,11.333333333333334,38.752941176470586,1.0311764705882354
2026-09-02 03:07:00,2026-09-02 03:12:37,30.895404,75.869923,30.89989,75.847478,3.69,1,3,2,0,5.616666666666666,39.418397626112764,1.014540059347181
2026-09-01 19:01:00,2026-09-01 19:14:03,30.913066,75.827431,30.890514,75.811246,3.76,3,19,1,1,13.05,17.28735632183908,1.567816091954023
2026-09-02 00:58:00,2026-09-02 01:06:59,30.941945,75.879514,30.904339,75.894297,4.78,1,0,2,0,8.983333333333333,31.925788497217074,1.2018552875695732
2026-09-02 05:32:00,2026-09-02 05:49:38,30.878577,75.895009,30.945404,75.82218,10.96,2,5,2,0,17.633333333333333,37.29300567107751,1.0676748582230622
2026-09-01 15:16:00,2026-09-01 15:23:51,30.909873,75.844833,30.879578,75.827622,4.93,1,15,1,0,7.85,37.681528662420384,1.0579617834394903
2026-09-02 00:20:00,2026-09-02 00:31:41,30.908728,75.893858,30.949074,75.848058,7.53,3,0,2,0,11.683333333333334,38.67047075606277,1.0332382310984307
2026-09-02 03:26:00,2026-09-02 03:43:51,30.871047,75.818226,30.936396,75.851215,9.21,2,3,2,0,17.85,30.95798319327731,1.2260504201680673
2026-09-01 17:26:00,2026-09-01 17:38:45,30.895832,75.858343,30.913659,75.899938,4.65,1,17,1,1,12.75,21.882352941176475,1.4529411764705882
2026-09-01 12:41:00,2026-09-01 12:52:02,30.920253,75.820744,30.88094,75.843172,6.1,3,12,1,0,11.033333333333333,33.17220543806646,1.1706948640483383
2026-09-01 06:20:00,2026-09-01 06:31:56,30.851886,75.907082,30.918682,75.890147,8.17,1,6,1,0,11.933333333333334,41.07821229050279,1.0
2026-09-02 00:23:00,2026-09-02 00:32:52,30.925048,75.821585,30.926343,75.884192,7.02,1,0,2,0,9.866666666666667,42.689189189189186,1.0
2026-09-01 07:35:00,2026-09-01 07:37:33,30.85986,75.856063,30.858765,75.848054,1.5,1,7,1,0,2.55,35.294117647058826,1.1176470588235294
2026-09-01 13:11:00,2026-09-01 13:28:25,30.931824,75.902069,30.858232,75.902812,9.05,1,13,1,0,17.416666666666668,31.177033492822968,1.2205741626794258
2026-09-01 13:05:00,2026-09-01 13:24:38,30.930452,75.878009,30.856023,75.81459,10.96,1,13,1,0,19.633333333333333,33.494057724957564,1.162648556876061
2026-09-01 17:26:00,2026-09-01 17:43:32,30.931348,75.900223,30.89151,75.897911,5.05,1,17,1,1,17.533333333333335,17.281368821292773,1.5679657794676807
2026-09-02 03:19:00,2026-09-02 03:30:36,30.948898,75.867649,30.886781,75.872082,7.27,1,3,2,0,11.6,37.603448275862064,1.0599137931034484
2026-09-01 23:08:00,2026-09-01 23:16:51,30.909586,75.869778,30.858178,75.875562,6.25,1,23,1,0,8.85,42.37288135593221,1.0
2026-09-01 17:55:00,2026-09-01 18:14:11,30.90625,75.859317,30.865288,75.884835,5.71,1,17,1,1,19.183333333333334,17.859252823631625,1.5535186794092093
2026-09-01 18:16:00,2026-09-01 18:27:46,30.913956,75.812733,30.925865,75.839059,3.03,1,18,1,1,11.766666666666667,15.450424929178467,1.6137393767705384
2026-09-01 23:46:00,2026-09-01 23:49:36,30.921698,75.813569,30.934934,75.807682,2.09,1,23,1,0,3.6,34.83333333333333,1.1291666666666669
2026-09-02 03:24:00,2026-09-02 03:34:50,30.887023,75.834339,30.935271,75.838635,6.6,2,3,2,0,10.833333333333334,36.55384615384615,1.0861538461538462
2026-09-01 15:18:00,2026-09-01 15:25:34,30.888732,75.903708,30.859929,75.876002,4.99,1,15,1,0,7.566666666666666,39.56828193832599,1.0107929515418503
2026-09-02 00:15:00,2026-09-02 00:29:26,30.851436,75.823995,30.922305,75.873939,10.65,1,0,2,0,14.433333333333334,44.27251732101617,1.0
2026-09-01 14:38:00,2026-09-01 14:48:24,30.880805,75.817836,30.929182,75.871715,7.69,1,14,1,0,10.4,44.36538461538461,1.0
2026-09-01 07:15:00,2026-09-01 07:19:46,30.894273,75.85307,30.871888,75.844171,3.31,1,7,1,0,4.766666666666667,41.66433566433567,1.0
2026-09-02 03:07:00,2026-09-02 03:21:08,30.933218,75.892335,30.872199,75.873035,7.83,1,3,2,0,14.133333333333333,33.24056603773585,1.1689858490566036
2026-09-01 13:34:00,2026-09-01 13:45:11,30.911775,75.83683,30.86466,75.872464,7.39,1,13,1,0,11.183333333333334,39.64828614008942,1.0087928464977645
2026-09-01 07:23:00,2026-09-01 07:28:19,30.922321,75.827222,30.940022,75.836041,2.81,1,7,1,0,5.316666666666666,31.711598746081506,1.2072100313479623
2026-09-01 06:27:00,2026-09-01 06:37:56,30.877759,75.890848,30.852469,75.845209,5.81,1,6,1,0,10.933333333333334,31.88414634146341,1.2028963414634148
2026-09-01 17:08:00,2026-09-01 17:13:03,30.900286,75.847729,30.904094,75.866813,2.08,1,17,1,1,5.05,24.712871287128714,1.382178217821782
2026-09-02 05:25:00,2026-09-02 05:35:09,30.918754,75.838486,30.928399,75.884592,5.4,1,5,2,0,10.15,31.921182266009854,1.2019704433497536
2026-09-01 13:02:00,2026-09-01 13:15:06,30.928016,75.888016,30.863021,75.833858,9.09,1,13,1,0,13.1,41.63358778625955,1.0
2026-09-02 05:22:00,2026-09-02 05:28:57,30.88581,75.844474,30.851135,75.83728,4.95,1,5,2,0,6.95,42.73381294964029,1.0
2026-09-01 13:16:00,2026-09-01 13:23:54,30.940856,75.88562,30.929038,75.8531,4.08,1,13,1,0,7.9,30.987341772151897,1.2253164556962026
2026-09-02 04:59:00,2026-09-02 05:06:55,30.87566,75.855708,30.925744,75.854681,5.84,1,4,2,0,7.916666666666667,44.26105263157895,1.0
2026-09-01 11:24:00,2026-09-01 11:33:23,30.950133,75.861748,30.947277,75.814861,5.15,1,11,1,0,9.383333333333333,32.93072824156306,1.1767317939609234
2026-09-01 21:15:00,2026-09-01 21:27:15,30.913241,75.885432,30.90883,75.821996,7.32,1,21,1,0,12.25,35.8530612244898,1.103673469387755
2026-09-02 03:21:00,2026-09-02 03:33:00,30.87699,75.841819,30.942749,75.83635,8.13,1,3,2,0,12.0,40.65,1.0
2026-09-02 04:59:00,2026-09-02 05:10:21,30.86573,75.808084,30.914092,75.852067,7.18,1,4,2,0,11.35,37.95594713656388,1.051101321585903
2026-09-01 17:01:00,2026-09-01 17:22:30,30.90106,75.875262,30.858624,75.83477,7.34,1,17,1,1,21.5,20.483720930232558,1.4879069767441861
